index	name	red	green	blue	alpha
44	7Networks_LH_Vis_44	120.0	18.0	139.0	255.0
45	7Networks_LH_Vis_45	120.0	18.0	140.0	255.0
46	7Networks_LH_Vis_46	120.0	18.0	141.0	255.0
47	7Networks_LH_Vis_47	120.0	19.0	134.0	255.0
48	7Networks_LH_Vis_48	120.0	19.0	135.0	255.0
49	7Networks_LH_Vis_49	120.0	19.0	136.0	255.0
50	7Networks_LH_Vis_50	120.0	19.0	137.0	255.0
51	7Networks_LH_Vis_51	120.0	19.0	138.0	255.0
52	7Networks_LH_Vis_52	120.0	19.0	139.0	255.0
53	7Networks_LH_Vis_53	120.0	19.0	140.0	255.0
54	7Networks_LH_Vis_54	120.0	19.0	141.0	255.0
55	7Networks_LH_Vis_55	120.0	20.0	134.0	255.0
56	7Networks_LH_Vis_56	120.0	20.0	135.0	255.0
57	7Networks_LH_Vis_57	120.0	20.0	136.0	255.0
58	7Networks_LH_Vis_58	120.0	20.0	137.0	255.0
59	7Networks_LH_Vis_59	120.0	20.0	138.0	255.0
60	7Networks_LH_Vis_60	120.0	20.0	139.0	255.0
61	7Networks_LH_Vis_61	120.0	20.0	140.0	255.0
62	7Networks_LH_Vis_62	120.0	20.0	141.0	255.0
63	7Networks_LH_Vis_63	120.0	21.0	134.0	255.0
64	7Networks_LH_Vis_64	120.0	21.0	135.0	255.0
65	7Networks_LH_Vis_65	120.0	21.0	136.0	255.0
66	7Networks_LH_Vis_66	120.0	21.0	137.0	255.0
67	7Networks_LH_Vis_67	120.0	21.0	138.0	255.0
68	7Networks_LH_Vis_68	120.0	21.0	139.0	255.0
69	7Networks_LH_Vis_69	120.0	21.0	140.0	255.0
70	7Networks_LH_Vis_70	120.0	21.0	141.0	255.0
71	7Networks_LH_Vis_71	120.0	22.0	134.0	255.0
72	7Networks_LH_Vis_72	120.0	22.0	135.0	255.0
73	7Networks_LH_Vis_73	120.0	22.0	136.0	255.0
74	7Networks_LH_Vis_74	120.0	22.0	137.0	255.0
75	7Networks_LH_Vis_75	120.0	22.0	138.0	255.0
76	7Networks_LH_Vis_76	120.0	22.0	139.0	255.0
77	7Networks_LH_Vis_77	120.0	22.0	140.0	255.0
78	7Networks_LH_Vis_78	120.0	22.0	141.0	255.0
79	7Networks_LH_Vis_79	120.0	23.0	134.0	255.0
80	7Networks_LH_Vis_80	120.0	23.0	135.0	255.0
81	7Networks_LH_Vis_81	120.0	23.0	136.0	255.0
82	7Networks_LH_SomMot_1	70.0	125.0	176.0	255.0
83	7Networks_LH_SomMot_2	70.0	125.0	177.0	255.0
84	7Networks_LH_SomMot_3	70.0	125.0	178.0	255.0
85	7Networks_LH_SomMot_4	70.0	125.0	179.0	255.0
86	7Networks_LH_SomMot_5	70.0	125.0	180.0	255.0
87	7Networks_LH_SomMot_6	70.0	126.0	173.0	255.0
88	7Networks_LH_SomMot_7	70.0	126.0	174.0	255.0
89	7Networks_LH_SomMot_8	70.0	126.0	175.0	255.0
90	7Networks_LH_SomMot_9	70.0	126.0	176.0	255.0
91	7Networks_LH_SomMot_10	70.0	126.0	177.0	255.0
92	7Networks_LH_SomMot_11	70.0	126.0	178.0	255.0
93	7Networks_LH_SomMot_12	70.0	126.0	179.0	255.0
94	7Networks_LH_SomMot_13	70.0	126.0	180.0	255.0
95	7Networks_LH_SomMot_14	70.0	127.0	173.0	255.0
96	7Networks_LH_SomMot_15	70.0	127.0	174.0	255.0
97	7Networks_LH_SomMot_16	70.0	127.0	175.0	255.0
98	7Networks_LH_SomMot_17	70.0	127.0	176.0	255.0
99	7Networks_LH_SomMot_18	70.0	127.0	177.0	255.0
100	7Networks_LH_SomMot_19	70.0	127.0	178.0	255.0
101	7Networks_LH_SomMot_20	70.0	127.0	179.0	255.0
102	7Networks_LH_SomMot_21	70.0	127.0	180.0	255.0
103	7Networks_LH_SomMot_22	70.0	128.0	173.0	255.0
104	7Networks_LH_SomMot_23	70.0	128.0	174.0	255.0
105	7Networks_LH_SomMot_24	70.0	128.0	175.0	255.0
106	7Networks_LH_SomMot_25	70.0	128.0	176.0	255.0
107	7Networks_LH_SomMot_26	70.0	128.0	177.0	255.0
108	7Networks_LH_SomMot_27	70.0	128.0	178.0	255.0
109	7Networks_LH_SomMot_28	70.0	128.0	179.0	255.0
110	7Networks_LH_SomMot_29	70.0	128.0	180.0	255.0
111	7Networks_LH_SomMot_30	70.0	129.0	173.0	255.0
112	7Networks_LH_SomMot_31	70.0	129.0	174.0	255.0
113	7Networks_LH_SomMot_32	70.0	129.0	175.0	255.0
114	7Networks_LH_SomMot_33	70.0	129.0	176.0	255.0
115	7Networks_LH_SomMot_34	70.0	129.0	177.0	255.0
116	7Networks_LH_SomMot_35	70.0	129.0	178.0	255.0
117	7Networks_LH_SomMot_36	70.0	129.0	179.0	255.0
118	7Networks_LH_SomMot_37	70.0	129.0	180.0	255.0
119	7Networks_LH_SomMot_38	70.0	130.0	173.0	255.0
120	7Networks_LH_SomMot_39	70.0	130.0	174.0	255.0
121	7Networks_LH_SomMot_40	70.0	130.0	175.0	255.0
122	7Networks_LH_SomMot_41	70.0	130.0	176.0	255.0
123	7Networks_LH_SomMot_42	70.0	130.0	177.0	255.0
124	7Networks_LH_SomMot_43	70.0	130.0	178.0	255.0
125	7Networks_LH_SomMot_44	70.0	130.0	179.0	255.0
126	7Networks_LH_SomMot_45	70.0	130.0	181.0	255.0
127	7Networks_LH_SomMot_46	70.0	130.0	182.0	255.0
128	7Networks_LH_SomMot_47	70.0	130.0	183.0	255.0
129	7Networks_LH_SomMot_48	70.0	130.0	184.0	255.0
130	7Networks_LH_SomMot_49	70.0	130.0	185.0	255.0
131	7Networks_LH_SomMot_50	70.0	130.0	186.0	255.0
132	7Networks_LH_SomMot_51	70.0	130.0	187.0	255.0
133	7Networks_LH_SomMot_52	70.0	131.0	180.0	255.0
134	7Networks_LH_SomMot_53	70.0	131.0	181.0	255.0
135	7Networks_LH_SomMot_54	70.0	131.0	182.0	255.0
136	7Networks_LH_SomMot_55	70.0	131.0	183.0	255.0
137	7Networks_LH_SomMot_56	70.0	131.0	184.0	255.0
138	7Networks_LH_SomMot_57	70.0	131.0	185.0	255.0
139	7Networks_LH_SomMot_58	70.0	131.0	186.0	255.0
140	7Networks_LH_SomMot_59	70.0	131.0	187.0	255.0
141	7Networks_LH_SomMot_60	70.0	132.0	180.0	255.0
142	7Networks_LH_SomMot_61	70.0	132.0	181.0	255.0
143	7Networks_LH_SomMot_62	70.0	132.0	182.0	255.0
144	7Networks_LH_SomMot_63	70.0	132.0	183.0	255.0
145	7Networks_LH_SomMot_64	70.0	132.0	184.0	255.0
146	7Networks_LH_SomMot_65	70.0	132.0	185.0	255.0
147	7Networks_LH_SomMot_66	70.0	132.0	186.0	255.0
148	7Networks_LH_SomMot_67	70.0	132.0	187.0	255.0
149	7Networks_LH_SomMot_68	70.0	133.0	180.0	255.0
150	7Networks_LH_SomMot_69	70.0	133.0	181.0	255.0
151	7Networks_LH_SomMot_70	70.0	133.0	182.0	255.0
152	7Networks_LH_SomMot_71	70.0	133.0	183.0	255.0
153	7Networks_LH_SomMot_72	70.0	133.0	184.0	255.0
154	7Networks_LH_SomMot_73	70.0	133.0	185.0	255.0
155	7Networks_LH_SomMot_74	70.0	133.0	186.0	255.0
156	7Networks_LH_SomMot_75	70.0	133.0	187.0	255.0
157	7Networks_LH_SomMot_76	70.0	134.0	180.0	255.0
158	7Networks_LH_SomMot_77	70.0	134.0	181.0	255.0
159	7Networks_LH_SomMot_78	70.0	134.0	182.0	255.0
160	7Networks_LH_SomMot_79	70.0	134.0	183.0	255.0
161	7Networks_LH_SomMot_80	70.0	134.0	184.0	255.0
162	7Networks_LH_SomMot_81	70.0	134.0	185.0	255.0
163	7Networks_LH_SomMot_82	70.0	134.0	186.0	255.0
164	7Networks_LH_SomMot_83	70.0	134.0	187.0	255.0
165	7Networks_LH_SomMot_84	70.0	135.0	180.0	255.0
166	7Networks_LH_SomMot_85	70.0	135.0	181.0	255.0
167	7Networks_LH_SomMot_86	70.0	135.0	182.0	255.0
168	7Networks_LH_SomMot_87	70.0	135.0	183.0	255.0
169	7Networks_LH_SomMot_88	70.0	135.0	184.0	255.0
170	7Networks_LH_SomMot_89	70.0	135.0	185.0	255.0
171	7Networks_LH_SomMot_90	70.0	135.0	186.0	255.0
172	7Networks_LH_SomMot_91	70.0	135.0	187.0	255.0
173	7Networks_LH_DorsAttn_Post_1	0.0	116.0	7.0	255.0
174	7Networks_LH_DorsAttn_Post_2	0.0	116.0	8.0	255.0
175	7Networks_LH_DorsAttn_Post_3	0.0	116.0	9.0	255.0
176	7Networks_LH_DorsAttn_Post_4	0.0	116.0	10.0	255.0
177	7Networks_LH_DorsAttn_Post_5	0.0	116.0	11.0	255.0
178	7Networks_LH_DorsAttn_Post_6	0.0	116.0	12.0	255.0
179	7Networks_LH_DorsAttn_Post_7	0.0	116.0	13.0	255.0
180	7Networks_LH_DorsAttn_Post_8	0.0	116.0	14.0	255.0
181	7Networks_LH_DorsAttn_Post_9	0.0	117.0	7.0	255.0
182	7Networks_LH_DorsAttn_Post_10	0.0	117.0	8.0	255.0
183	7Networks_LH_DorsAttn_Post_11	0.0	117.0	9.0	255.0
184	7Networks_LH_DorsAttn_Post_12	0.0	117.0	10.0	255.0
185	7Networks_LH_DorsAttn_Post_13	0.0	117.0	11.0	255.0
186	7Networks_LH_DorsAttn_Post_14	0.0	117.0	12.0	255.0
187	7Networks_LH_DorsAttn_Post_15	0.0	117.0	13.0	255.0
188	7Networks_LH_DorsAttn_Post_16	0.0	117.0	14.0	255.0
189	7Networks_LH_DorsAttn_Post_17	0.0	118.0	7.0	255.0
190	7Networks_LH_DorsAttn_Post_18	0.0	118.0	8.0	255.0
191	7Networks_LH_DorsAttn_Post_19	0.0	118.0	9.0	255.0
192	7Networks_LH_DorsAttn_Post_20	0.0	118.0	10.0	255.0
193	7Networks_LH_DorsAttn_Post_21	0.0	118.0	11.0	255.0
194	7Networks_LH_DorsAttn_Post_22	0.0	118.0	12.0	255.0
195	7Networks_LH_DorsAttn_Post_23	0.0	118.0	13.0	255.0
196	7Networks_LH_DorsAttn_Post_24	0.0	118.0	15.0	255.0
197	7Networks_LH_DorsAttn_Post_25	0.0	118.0	16.0	255.0
198	7Networks_LH_DorsAttn_Post_26	0.0	118.0	17.0	255.0
199	7Networks_LH_DorsAttn_Post_27	0.0	118.0	18.0	255.0
200	7Networks_LH_DorsAttn_Post_28	0.0	118.0	19.0	255.0
201	7Networks_LH_DorsAttn_Post_29	0.0	118.0	20.0	255.0
202	7Networks_LH_DorsAttn_Post_30	0.0	118.0	21.0	255.0
203	7Networks_LH_DorsAttn_Post_31	0.0	119.0	14.0	255.0
204	7Networks_LH_DorsAttn_Post_32	0.0	119.0	15.0	255.0
205	7Networks_LH_DorsAttn_Post_33	0.0	119.0	16.0	255.0
206	7Networks_LH_DorsAttn_Post_34	0.0	119.0	17.0	255.0
207	7Networks_LH_DorsAttn_Post_35	0.0	119.0	18.0	255.0
208	7Networks_LH_DorsAttn_Post_36	0.0	119.0	19.0	255.0
209	7Networks_LH_DorsAttn_Post_37	0.0	119.0	20.0	255.0
210	7Networks_LH_DorsAttn_Post_38	0.0	119.0	21.0	255.0
211	7Networks_LH_DorsAttn_Post_39	0.0	120.0	14.0	255.0
212	7Networks_LH_DorsAttn_Post_40	0.0	120.0	15.0	255.0
213	7Networks_LH_DorsAttn_Post_41	0.0	120.0	16.0	255.0
214	7Networks_LH_DorsAttn_Post_42	0.0	120.0	17.0	255.0
215	7Networks_LH_DorsAttn_Post_43	0.0	120.0	18.0	255.0
216	7Networks_LH_DorsAttn_Post_44	0.0	120.0	19.0	255.0
217	7Networks_LH_DorsAttn_Post_45	0.0	120.0	20.0	255.0
218	7Networks_LH_DorsAttn_Post_46	0.0	120.0	21.0	255.0
219	7Networks_LH_DorsAttn_Post_47	0.0	121.0	14.0	255.0
220	7Networks_LH_DorsAttn_Post_48	0.0	121.0	15.0	255.0
221	7Networks_LH_DorsAttn_Post_49	0.0	121.0	16.0	255.0
222	7Networks_LH_DorsAttn_Post_50	0.0	121.0	17.0	255.0
223	7Networks_LH_DorsAttn_FEF_1	0.0	118.0	14.0	255.0
224	7Networks_LH_DorsAttn_FEF_2	0.0	118.0	22.0	255.0
225	7Networks_LH_DorsAttn_FEF_3	0.0	119.0	22.0	255.0
226	7Networks_LH_DorsAttn_FEF_4	0.0	120.0	22.0	255.0
227	7Networks_LH_DorsAttn_FEF_5	0.0	121.0	18.0	255.0
228	7Networks_LH_DorsAttn_FEF_6	0.0	121.0	19.0	255.0
229	7Networks_LH_DorsAttn_FEF_7	0.0	121.0	20.0	255.0
230	7Networks_LH_DorsAttn_PrCv_1	0.0	121.0	21.0	255.0
231	7Networks_LH_DorsAttn_PrCv_2	0.0	122.0	14.0	255.0
232	7Networks_LH_DorsAttn_PrCv_3	0.0	122.0	15.0	255.0
233	7Networks_LH_DorsAttn_PrCv_4	0.0	122.0	16.0	255.0
234	7Networks_LH_SalVentAttn_ParOper_1	196.0	58.0	247.0	255.0
235	7Networks_LH_SalVentAttn_ParOper_2	196.0	58.0	248.0	255.0
236	7Networks_LH_SalVentAttn_ParOper_3	196.0	58.0	249.0	255.0
237	7Networks_LH_SalVentAttn_ParOper_4	196.0	58.0	251.0	255.0
238	7Networks_LH_SalVentAttn_ParOper_5	196.0	58.0	252.0	255.0
239	7Networks_LH_SalVentAttn_ParOper_6	196.0	58.0	253.0	255.0
240	7Networks_LH_SalVentAttn_ParOper_7	196.0	58.0	254.0	255.0
241	7Networks_LH_SalVentAttn_ParOper_8	196.0	58.0	255.0	255.0
242	7Networks_LH_SalVentAttn_ParOper_9	193.0	51.0	250.0	255.0
243	7Networks_LH_SalVentAttn_TempOcc_1	193.0	51.0	249.0	255.0
244	7Networks_LH_SalVentAttn_TempOcc_2	193.0	51.0	251.0	255.0
245	7Networks_LH_SalVentAttn_FrOperIns_1	196.0	58.0	250.0	255.0
246	7Networks_LH_SalVentAttn_FrOperIns_2	196.0	59.0	243.0	255.0
247	7Networks_LH_SalVentAttn_FrOperIns_3	196.0	59.0	244.0	255.0
248	7Networks_LH_SalVentAttn_FrOperIns_4	196.0	59.0	245.0	255.0
249	7Networks_LH_SalVentAttn_FrOperIns_5	196.0	59.0	246.0	255.0
250	7Networks_LH_SalVentAttn_FrOperIns_6	196.0	59.0	247.0	255.0
251	7Networks_LH_SalVentAttn_FrOperIns_7	196.0	59.0	248.0	255.0
252	7Networks_LH_SalVentAttn_FrOperIns_8	196.0	59.0	249.0	255.0
253	7Networks_LH_SalVentAttn_FrOperIns_9	196.0	59.0	251.0	255.0
254	7Networks_LH_SalVentAttn_FrOperIns_10	196.0	59.0	252.0	255.0
255	7Networks_LH_SalVentAttn_FrOperIns_11	196.0	59.0	253.0	255.0
256	7Networks_LH_SalVentAttn_FrOperIns_12	196.0	59.0	254.0	255.0
257	7Networks_LH_SalVentAttn_FrOperIns_13	196.0	59.0	255.0	255.0
258	7Networks_LH_SalVentAttn_FrOperIns_14	193.0	52.0	250.0	255.0
259	7Networks_LH_SalVentAttn_FrOperIns_15	193.0	53.0	243.0	255.0
260	7Networks_LH_SalVentAttn_FrOperIns_16	193.0	53.0	244.0	255.0
261	7Networks_LH_SalVentAttn_FrOperIns_17	193.0	53.0	245.0	255.0
262	7Networks_LH_SalVentAttn_FrOperIns_18	193.0	53.0	246.0	255.0
263	7Networks_LH_SalVentAttn_FrOperIns_19	193.0	53.0	247.0	255.0
264	7Networks_LH_SalVentAttn_FrOperIns_20	193.0	53.0	248.0	255.0
265	7Networks_LH_SalVentAttn_FrOperIns_21	193.0	53.0	249.0	255.0
266	7Networks_LH_SalVentAttn_FrOperIns_22	193.0	53.0	250.0	255.0
267	7Networks_LH_SalVentAttn_FrOperIns_23	193.0	54.0	243.0	255.0
268	7Networks_LH_SalVentAttn_PFCl_1	193.0	52.0	249.0	255.0
269	7Networks_LH_SalVentAttn_PFCl_2	193.0	52.0	251.0	255.0
270	7Networks_LH_SalVentAttn_Med_1	197.0	57.0	250.0	255.0
271	7Networks_LH_SalVentAttn_Med_2	197.0	58.0	243.0	255.0
272	7Networks_LH_SalVentAttn_Med_3	197.0	58.0	244.0	255.0
273	7Networks_LH_SalVentAttn_Med_4	197.0	58.0	245.0	255.0
274	7Networks_LH_SalVentAttn_Med_5	197.0	58.0	246.0	255.0
275	7Networks_LH_SalVentAttn_Med_6	197.0	58.0	247.0	255.0
276	7Networks_LH_SalVentAttn_Med_7	197.0	58.0	248.0	255.0
277	7Networks_LH_SalVentAttn_Med_8	197.0	58.0	249.0	255.0
278	7Networks_LH_SalVentAttn_Med_9	197.0	58.0	251.0	255.0
279	7Networks_LH_SalVentAttn_Med_10	197.0	58.0	252.0	255.0
280	7Networks_LH_SalVentAttn_Med_11	197.0	58.0	253.0	255.0
281	7Networks_LH_SalVentAttn_Med_12	197.0	58.0	254.0	255.0
282	7Networks_LH_SalVentAttn_Med_13	197.0	58.0	255.0	255.0
283	7Networks_LH_SalVentAttn_Med_14	194.0	51.0	250.0	255.0
284	7Networks_LH_SalVentAttn_Med_15	194.0	52.0	243.0	255.0
285	7Networks_LH_SalVentAttn_Med_16	194.0	52.0	244.0	255.0
286	7Networks_LH_SalVentAttn_Med_17	194.0	52.0	245.0	255.0
287	7Networks_LH_SalVentAttn_Med_18	194.0	52.0	246.0	255.0
288	7Networks_LH_SalVentAttn_Med_19	194.0	52.0	247.0	255.0
289	7Networks_LH_Limbic_OFC_1	220.0	248.0	159.0	255.0
290	7Networks_LH_Limbic_OFC_2	220.0	248.0	160.0	255.0
291	7Networks_LH_Limbic_OFC_3	220.0	248.0	161.0	255.0
292	7Networks_LH_Limbic_OFC_4	220.0	248.0	162.0	255.0
293	7Networks_LH_Limbic_OFC_5	220.0	248.0	163.0	255.0
294	7Networks_LH_Limbic_OFC_6	220.0	248.0	165.0	255.0
295	7Networks_LH_Limbic_OFC_7	220.0	248.0	166.0	255.0
296	7Networks_LH_Limbic_OFC_8	220.0	248.0	167.0	255.0
297	7Networks_LH_Limbic_OFC_9	220.0	248.0	168.0	255.0
298	7Networks_LH_Limbic_OFC_10	220.0	248.0	169.0	255.0
299	7Networks_LH_Limbic_OFC_11	220.0	248.0	170.0	255.0
300	7Networks_LH_Limbic_OFC_12	220.0	248.0	171.0	255.0
301	7Networks_LH_Limbic_OFC_13	220.0	249.0	164.0	255.0
302	7Networks_LH_Limbic_OFC_14	220.0	249.0	165.0	255.0
303	7Networks_LH_Limbic_TempPole_1	220.0	248.0	164.0	255.0
304	7Networks_LH_Limbic_TempPole_2	220.0	248.0	172.0	255.0
305	7Networks_LH_Limbic_TempPole_3	220.0	249.0	166.0	255.0
306	7Networks_LH_Limbic_TempPole_4	220.0	249.0	167.0	255.0
307	7Networks_LH_Limbic_TempPole_5	220.0	249.0	168.0	255.0
308	7Networks_LH_Limbic_TempPole_6	220.0	249.0	169.0	255.0
309	7Networks_LH_Limbic_TempPole_7	220.0	249.0	170.0	255.0
310	7Networks_LH_Limbic_TempPole_8	220.0	249.0	171.0	255.0
311	7Networks_LH_Limbic_TempPole_9	220.0	249.0	172.0	255.0
312	7Networks_LH_Limbic_TempPole_10	220.0	250.0	165.0	255.0
313	7Networks_LH_Limbic_TempPole_11	220.0	250.0	166.0	255.0
314	7Networks_LH_Limbic_TempPole_12	220.0	250.0	167.0	255.0
315	7Networks_LH_Limbic_TempPole_13	220.0	250.0	168.0	255.0
316	7Networks_LH_Limbic_TempPole_14	220.0	250.0	169.0	255.0
317	7Networks_LH_Limbic_TempPole_15	220.0	250.0	170.0	255.0
318	7Networks_LH_Cont_Par_1	230.0	148.0	28.0	255.0
319	7Networks_LH_Cont_Par_2	230.0	148.0	29.0	255.0
320	7Networks_LH_Cont_Par_3	230.0	148.0	30.0	255.0
321	7Networks_LH_Cont_Par_4	230.0	148.0	31.0	255.0
322	7Networks_LH_Cont_Par_5	230.0	148.0	32.0	255.0
323	7Networks_LH_Cont_Par_6	230.0	148.0	33.0	255.0
324	7Networks_LH_Cont_Par_7	230.0	148.0	35.0	255.0
325	7Networks_LH_Cont_Par_8	230.0	148.0	36.0	255.0
326	7Networks_LH_Cont_Par_9	230.0	148.0	37.0	255.0
327	7Networks_LH_Cont_Par_10	230.0	148.0	38.0	255.0
328	7Networks_LH_Cont_Par_11	230.0	148.0	39.0	255.0
329	7Networks_LH_Cont_Par_12	230.0	148.0	40.0	255.0
330	7Networks_LH_Cont_Par_13	230.0	148.0	41.0	255.0
331	7Networks_LH_Cont_Par_14	230.0	149.0	34.0	255.0
332	7Networks_LH_Cont_Par_15	230.0	149.0	35.0	255.0
333	7Networks_LH_Cont_Temp_1	230.0	148.0	42.0	255.0
334	7Networks_LH_Cont_Temp_2	230.0	149.0	36.0	255.0
335	7Networks_LH_Cont_Temp_3	230.0	149.0	37.0	255.0
336	7Networks_LH_Cont_Temp_4	230.0	149.0	38.0	255.0
337	7Networks_LH_Cont_PFCd_1	230.0	149.0	39.0	255.0
338	7Networks_LH_Cont_PFCl_1	230.0	149.0	28.0	255.0
339	7Networks_LH_Cont_PFCl_2	230.0	149.0	29.0	255.0
340	7Networks_LH_Cont_PFCl_3	230.0	149.0	30.0	255.0
341	7Networks_LH_Cont_PFCl_4	230.0	149.0	31.0	255.0
342	7Networks_LH_Cont_PFCl_5	230.0	149.0	32.0	255.0
343	7Networks_LH_Cont_PFCl_6	230.0	149.0	33.0	255.0
344	7Networks_LH_Cont_PFCl_7	230.0	149.0	40.0	255.0
345	7Networks_LH_Cont_PFCl_8	230.0	149.0	41.0	255.0
346	7Networks_LH_Cont_PFCl_9	230.0	149.0	42.0	255.0
347	7Networks_LH_Cont_PFCl_10	230.0	150.0	35.0	255.0
348	7Networks_LH_Cont_PFCl_11	230.0	150.0	36.0	255.0
349	7Networks_LH_Cont_PFCl_12	230.0	150.0	37.0	255.0
350	7Networks_LH_Cont_PFCl_13	230.0	150.0	38.0	255.0
351	7Networks_LH_Cont_PFCl_14	230.0	150.0	39.0	255.0
352	7Networks_LH_Cont_PFCl_15	230.0	150.0	40.0	255.0
353	7Networks_LH_Cont_PFCl_16	230.0	150.0	41.0	255.0
354	7Networks_LH_Cont_PFCl_17	230.0	150.0	42.0	255.0
355	7Networks_LH_Cont_PFCl_18	230.0	151.0	35.0	255.0
356	7Networks_LH_Cont_PFCl_19	230.0	151.0	36.0	255.0
357	7Networks_LH_Cont_PFCl_20	230.0	151.0	37.0	255.0
358	7Networks_LH_Cont_OFC_1	231.0	148.0	35.0	255.0
359	7Networks_LH_Cont_PFCv_1	231.0	148.0	36.0	255.0
360	7Networks_LH_Cont_PFCv_2	231.0	148.0	37.0	255.0
361	7Networks_LH_Cont_pCun_1	231.0	149.0	35.0	255.0
362	7Networks_LH_Cont_pCun_2	231.0	149.0	36.0	255.0
363	7Networks_LH_Cont_pCun_3	231.0	149.0	37.0	255.0
364	7Networks_LH_Cont_pCun_4	231.0	149.0	38.0	255.0
365	7Networks_LH_Cont_Cing_1	231.0	149.0	33.0	255.0
366	7Networks_LH_Cont_Cing_2	231.0	149.0	34.0	255.0
367	7Networks_LH_Cont_Cing_3	231.0	149.0	39.0	255.0
368	7Networks_LH_Cont_Cing_4	231.0	149.0	40.0	255.0
369	7Networks_LH_Cont_Cing_5	231.0	149.0	41.0	255.0
370	7Networks_LH_Cont_Cing_6	231.0	149.0	42.0	255.0
371	7Networks_LH_Cont_Cing_7	231.0	150.0	35.0	255.0
372	7Networks_LH_Cont_Cing_8	231.0	150.0	36.0	255.0
373	7Networks_LH_Cont_PFCmp_1	230.0	148.0	34.0	255.0
374	7Networks_LH_Cont_PFCmp_2	230.0	150.0	33.0	255.0
375	7Networks_LH_Default_Par_1	205.0	61.0	78.0	255.0
376	7Networks_LH_Default_Par_2	205.0	62.0	71.0	255.0
377	7Networks_LH_Default_Par_3	205.0	62.0	72.0	255.0
378	7Networks_LH_Default_Par_4	205.0	62.0	73.0	255.0
379	7Networks_LH_Default_Par_5	205.0	62.0	74.0	255.0
380	7Networks_LH_Default_Par_6	205.0	62.0	75.0	255.0
381	7Networks_LH_Default_Par_7	205.0	62.0	76.0	255.0
382	7Networks_LH_Default_Par_8	205.0	62.0	77.0	255.0
383	7Networks_LH_Default_Par_9	205.0	62.0	79.0	255.0
384	7Networks_LH_Default_Par_10	205.0	62.0	80.0	255.0
385	7Networks_LH_Default_Par_11	205.0	62.0	81.0	255.0
386	7Networks_LH_Default_Par_12	205.0	62.0	82.0	255.0
387	7Networks_LH_Default_Par_13	205.0	62.0	83.0	255.0
388	7Networks_LH_Default_Par_14	205.0	62.0	84.0	255.0
389	7Networks_LH_Default_Par_15	205.0	62.0	85.0	255.0
390	7Networks_LH_Default_Par_16	205.0	63.0	78.0	255.0
391	7Networks_LH_Default_Par_17	205.0	63.0	79.0	255.0
392	7Networks_LH_Default_Par_18	205.0	63.0	80.0	255.0
