index	name	red	green	blue	alpha
389	7Networks_RH_Default_PFCdPFCm_11	208.0	62.0	84.0	255.0
390	7Networks_RH_Default_PFCdPFCm_12	208.0	62.0	85.0	255.0
391	7Networks_RH_Default_PFCdPFCm_13	208.0	63.0	78.0	255.0
392	7Networks_RH_Default_pCunPCC_1	208.0	62.0	78.0	255.0
393	7Networks_RH_Default_pCunPCC_2	208.0	63.0	77.0	255.0
394	7Networks_RH_Default_pCunPCC_3	208.0	63.0	79.0	255.0
395	7Networks_RH_Default_pCunPCC_4	208.0	63.0	80.0	255.0
396	7Networks_RH_Default_pCunPCC_5	208.0	63.0	81.0	255.0
397	7Networks_RH_Default_pCunPCC_6	208.0	63.0	82.0	255.0
398	7Networks_RH_Default_pCunPCC_7	208.0	63.0	83.0	255.0
399	7Networks_RH_Default_pCunPCC_8	208.0	63.0	84.0	255.0
400	7Networks_RH_Default_pCunPCC_9	208.0	64.0	77.0	255.0
