index	name	color
657930	Background	#0a0a0aff
65023	17networks_RH_DefaultA_IPL_1	#fffd00ff
65279	17networks_RH_DefaultA_IPL_2	#fffe00ff
65535	17networks_RH_DefaultA_IPL_3	#ffff00ff
131071	17networks_RH_DefaultA_IPL_4	#ffff01ff
196607	17networks_RH_DefaultA_IPL_5	#ffff02ff
262143	17networks_RH_DefaultA_PCC_1	#ffff03ff
327679	17networks_RH_DefaultA_PCC_2	#ffff04ff
393215	17networks_RH_DefaultA_PCC_3	#ffff05ff
458751	17networks_RH_DefaultA_PCC_4	#ffff06ff
524287	17networks_RH_DefaultA_PCC_5	#ffff07ff
63996	17networks_RH_DefaultA_PFCd_1	#fcf900ff
64252	17networks_RH_DefaultA_PFCd_2	#fcfa00ff
64508	17networks_RH_DefaultA_PFCm_1	#fcfb00ff
64764	17networks_RH_DefaultA_PFCm_2	#fcfc00ff
65020	17networks_RH_DefaultA_PFCm_3	#fcfd00ff
65276	17networks_RH_DefaultA_PFCm_4	#fcfe00ff
65532	17networks_RH_DefaultA_PFCm_5	#fcff00ff
63741	17networks_RH_DefaultA_PFCm_6	#fdf800ff
63997	17networks_RH_DefaultA_PFCm_7	#fdf900ff
64253	17networks_RH_DefaultA_PFCm_8	#fdfa00ff
64509	17networks_RH_DefaultA_PHC_1	#fdfb00ff
64765	17networks_RH_DefaultA_PHC_2	#fdfc00ff
65021	17networks_RH_DefaultA_Temp_1	#fdfd00ff
65277	17networks_RH_DefaultA_Temp_2	#fdfe00ff
65533	17networks_RH_DefaultA_Temp_3	#fdff00ff
63742	17networks_RH_DefaultA_Temp_4	#fef800ff
63998	17networks_RH_DefaultA_Temp_5	#fef900ff
64254	17networks_RH_DefaultA_Temp_6	#fefa00ff
64510	17networks_RH_DefaultA_Temp_7	#fefb00ff
64766	17networks_RH_DefaultA_Temp_8	#fefc00ff
65022	17networks_RH_DefaultA_Temp_9	#fefd00ff
65278	17networks_RH_DefaultA_TempPole_1	#fefe00ff
65534	17networks_RH_DefaultA_TempPole_2	#feff00ff
63743	17networks_RH_DefaultA_TempPole_3	#fff800ff
63999	17networks_RH_DefaultA_TempPole_4	#fff900ff
64255	17networks_RH_DefaultA_pCun_1	#fffa00ff
64511	17networks_RH_DefaultA_pCun_2	#fffb00ff
4996557	17networks_RH_DefaultB_FPole_1	#cd3d4cff
5062093	17networks_RH_DefaultB_FPole_2	#cd3d4dff
5127629	17networks_RH_DefaultB_IPL_1	#cd3d4eff
4669133	17networks_RH_DefaultB_IPL_2	#cd3e47ff
4734669	17networks_RH_DefaultB_IPL_3	#cd3e48ff
4800205	17networks_RH_DefaultB_IPL_4	#cd3e49ff
