index	name	color
16448250	unknown 	#fafafaff
5390970	lateralorbitofrontal_1 	#7a4252ff
2078503	lateralorbitofrontal_2 	#27b71fff
13349627	lateralorbitofrontal_3 	#fbb2cbff
13862005	lateralorbitofrontal_4 	#7584d3ff
7866305	lateralorbitofrontal_5 	#c10778ff
4124544	lateralorbitofrontal_6 	#80ef3eff
10379994	lateralorbitofrontal_7 	#da629eff
7994321	parsorbitalis_1 	#d1fb79ff
4076869	parsorbitalis_2 	#45353eff
9042054	frontalpole_1 	#86f889ff
12937168	medialorbitofrontal_1 	#d067c5ff
13712295	medialorbitofrontal_2 	#a73bd1ff
7992776	medialorbitofrontal_3 	#c8f579ff
2512568	medialorbitofrontal_4 	#b85626ff
11789522	medialorbitofrontal_5 	#d2e4b3ff
14404385	parstriangularis_1 	#21cbdbff
12663005	parstriangularis_2 	#dd38c1ff
13080561	parstriangularis_3 	#f197c7ff
11897672	parstriangularis_4 	#488bb5ff
7443912	parsopercularis_1 	#c89571ff
15615392	parsopercularis_2 	#a045eeff
15511750	parsopercularis_3 	#c6b0ecff
4049156	parsopercularis_4 	#04c93dff
207203	rostralmiddlefrontal_1 	#632903ff
11453155	rostralmiddlefrontal_2 	#e3c2aeff
3452608	rostralmiddlefrontal_3 	#c0ae34ff
7056976	rostralmiddlefrontal_4 	#50ae6bff
7939904	rostralmiddlefrontal_5 	#402779ff
6196782	rostralmiddlefrontal_6 	#2e8e5eff
13917488	rostralmiddlefrontal_7 	#305dd4ff
8400107	rostralmiddlefrontal_8 	#eb2c80ff
14891354	rostralmiddlefrontal_9 	#5a39e3ff
4124116	rostralmiddlefrontal_10 	#d4ed3eff
16394415	rostralmiddlefrontal_11 	#af28faff
5053745	rostralmiddlefrontal_12 	#311d4dff
5393838	rostralmiddlefrontal_13 	#ae4d52ff
14633311	superiorfrontal_1 	#5f49dfff
15666800	superiorfrontal_2 	#700eefff
14465386	superiorfrontal_3 	#6ab9dcff
11534185	superiorfrontal_4 	#69ffafff
4973167	superiorfrontal_5 	#6fe24bff
3952933	superiorfrontal_6 	#25513cff
8106578	superiorfrontal_7 	#52b27bff
1470651	superiorfrontal_8 	#bb7016ff
13519914	superiorfrontal_9 	#2a4cceff
13912111	superiorfrontal_10 	#2f48d4ff
16536617	superiorfrontal_11 	#2954fcff
10834216	superiorfrontal_12 	#2851a5ff
8258381	superiorfrontal_13 	#4d037eff
3817283	superiorfrontal_14 	#433f3aff
8030638	superiorfrontal_15 	#ae897aff
3751946	superiorfrontal_16 	#0a4039ff
2851367	superiorfrontal_17 	#27822bff
14817586	caudalmiddlefrontal_1 	#3219e2ff
8830399	caudalmiddlefrontal_2 	#bfbd86ff
13083612	caudalmiddlefrontal_3 	#dca3c7ff
567963	caudalmiddlefrontal_4 	#9baa08ff
924616	caudalmiddlefrontal_5 	#c81b0eff
10900790	precentral_1 	#3655a6ff
9269129	precentral_2 	#896f8dff
5677846	precentral_3 	#16a356ff
5686118	precentral_4 	#66c356ff
691138	precentral_5 	#c28b0aff
16210008	precentral_6 	#5858f7ff
7520413	precentral_7 	#9dc072ff
778232	precentral_8 	#f8df0bff
4375587	precentral_9 	#23c442ff
12454322	precentral_10 	#b209beff
1914378	precentral_11 	#0a361dff
4629517	precentral_12 	#0da446ff
1490554	precentral_13 	#7abe16ff
12781197	precentral_14 	#8d06c3ff
15725462	precentral_15 	#96f3efff
7729418	precentral_16 	#0af175ff
4173710	paracentral_1 	#8eaf3fff
8642826	paracentral_2 	#0ae183ff
15758115	paracentral_3 	#2373f0ff
3390102	paracentral_4 	#96ba33ff
921030	paracentral_5 	#c60d0eff
14629413	paracentral_6 	#253adfff
5439881	rostralanteriorcingulate_1 	#890153ff
3466861	rostralanteriorcingulate_2 	#6de634ff
2137116	caudalanteriorcingulate_1 	#1c9c20ff
8832732	caudalanteriorcingulate_2 	#dcc686ff
13071699	caudalanteriorcingulate_3 	#5375c7ff
3899504	posteriorcingulate_1 	#70803bff
772182	posteriorcingulate_2 	#56c80bff
12686262	posteriorcingulate_3 	#b693c1ff
6356295	posteriorcingulate_4 	#47fd60ff
14367372	isthmuscingulate_1 	#8c3adbff
3389330	isthmuscingulate_2 	#92b733ff
10977127	postcentral_1 	#677fa7ff
5834252	postcentral_2 	#0c0659ff
1010806	postcentral_3 	#766c0fff
6337840	postcentral_4 	#30b560ff
3776085	postcentral_5 	#559e39ff
5479961	postcentral_6 	#199e53ff
5222327	postcentral_7 	#b7af4fff
7000431	postcentral_8 	#6fd16aff
9384889	postcentral_9 	#b9338fff
9586818	postcentral_10 	#824892ff
12270489	postcentral_11 	#993bbbff
3872276	postcentral_12 	#14163bff
14342884	supramarginal_1 	#e4dadaff
9411639	supramarginal_2 	#379c8fff
5633935	supramarginal_3 	#8ff755ff
3536359	supramarginal_4 	#e7f535ff
3483005	supramarginal_5 	#7d2535ff
13802072	supramarginal_6 	#589ad2ff
1055282	supramarginal_7 	#321a10ff
5175363	supramarginal_8 	#43f84eff
14145747	supramarginal_9 	#d3d8d7ff
405138	superiorparietal_1 	#922e06ff
8197991	superiorparietal_2 	#67177dff
15581486	superiorparietal_3 	#2ec1edff
12129940	superiorparietal_4 	#9416b9ff
5695494	superiorparietal_5 	#06e856ff
10554883	superiorparietal_6 	#030ea1ff
16654401	superiorparietal_7 	#4120feff
15833859	superiorparietal_8 	#039bf1ff
15103922	superiorparietal_9 	#b277e6ff
13201065	superiorparietal_10 	#a96ec9ff
16598755	superiorparietal_11 	#e346fdff
9343882	superiorparietal_12 	#8a938eff
8113591	superiorparietal_13 	#b7cd7bff
6917918	inferiorparietal_1 	#1e8f69ff
14324800	inferiorparietal_2 	#4094daff
1031120	inferiorparietal_3 	#d0bb0fff
14885159	inferiorparietal_4 	#2721e3ff
7439088	inferiorparietal_5 	#f08271ff
3003622	inferiorparietal_6 	#e6d42dff
1103487	inferiorparietal_7 	#7fd610ff
8806062	inferiorparietal_8 	#ae5e86ff
2455244	inferiorparietal_9 	#cc7625ff
6545122	inferiorparietal_10 	#e2de63ff
15603693	inferiorparietal_11 	#ed17eeff
7026620	inferiorparietal_12 	#bc376bff
3155724	precuneus_1 	#0c2730ff
8850144	precuneus_2 	#e00a87ff
11710156	precuneus_3 	#ccaeb2ff
9802458	precuneus_4 	#da9295ff
7512344	precuneus_5 	#18a172ff
12226943	precuneus_6 	#7f91baff
2350750	precuneus_7 	#9ede23ff
9114781	precuneus_8 	#9d148bff
7730661	precuneus_9 	#e5f575ff
6052770	precuneus_10 	#a25b5cff
10553285	cuneus_1 	#c507a1ff
5407738	cuneus_2 	#fa8352ff
9288285	cuneus_3 	#5dba8dff
8347536	cuneus_4 	#905f7fff
395769	pericalcarine_1 	#f90906ff
9755503	pericalcarine_2 	#6fdb94ff
4852384	pericalcarine_3 	#a00a4aff
10818697	pericalcarine_4 	#8914a5ff
9181888	lateraloccipital_1 	#c01a8cff
2704327	lateraloccipital_2 	#c74329ff
11724121	lateraloccipital_3 	#59e5b2ff
7295533	lateraloccipital_4 	#2d526fff
4571987	lateraloccipital_5 	#53c345ff
12518754	lateraloccipital_6 	#6205bfff
12579160	lateraloccipital_7 	#58f1bfff
9152736	lateraloccipital_8 	#e0a88bff
4096771	lateraloccipital_9 	#03833eff
1515644	lateraloccipital_10 	#7c2017ff
13082264	lingual_1 	#989ec7ff
12512901	lingual_2 	#85eebeff
12511999	lingual_3 	#ffeabeff
1051042	lingual_4 	#a20910ff
3266512	lingual_5 	#d0d731ff
8770310	lingual_6 	#06d385ff
16596218	lingual_7 	#fa3cfdff
5725445	fusiform_1 	#055d57ff
