index	name	color
16448250	unknown 	#fafafaff
3683048	lateralorbitofrontal_9 	#e83238ff
5846070	lateralorbitofrontal_11 	#363459ff
13422586	lateralorbitofrontal_5 	#facfccff
16132110	lateralorbitofrontal_6 	#0e28f6ff
8148810	lateralorbitofrontal_7 	#4a577cff
1947919	lateralorbitofrontal_10 	#0fb91dff
15587562	lateralorbitofrontal_4 	#ead8edff
9114114	lateralorbitofrontal_17 	#02128bff
7033759	lateralorbitofrontal_8 	#9f536bff
8927886	lateralorbitofrontal_15 	#8e3a88ff
4460926	lateralorbitofrontal_13 	#7e1144ff
16128858	lateralorbitofrontal_12 	#5a1bf6ff
5718304	lateralorbitofrontal_1 	#204157ff
14562407	lateralorbitofrontal_3 	#6734deff
14311792	lateralorbitofrontal_16 	#7061daff
2918828	lateralorbitofrontal_14 	#ac892cff
11697910	lateralorbitofrontal_2 	#f67eb2ff
10860783	parsorbitalis_4 	#efb8a5ff
11424290	parsorbitalis_1 	#2252aeff
13000131	parsorbitalis_2 	#c35dc6ff
7392414	parsorbitalis_3 	#9ecc70ff
9105524	frontalpole_2 	#74f08aff
10321862	frontalpole_1 	#c67f9dff
1165335	medialorbitofrontal_1 	#17c811ff
2436947	medialorbitofrontal_9 	#532f25ff
11603207	medialorbitofrontal_7 	#070db1ff
7142771	medialorbitofrontal_3 	#73fd6cff
5720311	medialorbitofrontal_10 	#f74857ff
10228256	medialorbitofrontal_8 	#20129cff
4204463	medialorbitofrontal_5 	#af2740ff
6005618	medialorbitofrontal_4 	#72a35bff
12011741	medialorbitofrontal_2 	#dd48b7ff
7666118	medialorbitofrontal_6 	#c6f974ff
4737239	medialorbitofrontal_11 	#d74848ff
5936371	parstriangularis_8 	#f3945aff
236552	parstriangularis_5 	#089c03ff
10147459	parstriangularis_3 	#83d69aff
9656262	parstriangularis_4 	#c65793ff
2096806	parstriangularis_1 	#a6fe1fff
11178553	parstriangularis_2 	#3992aaff
9485070	parstriangularis_7 	#0ebb90ff
8358543	parstriangularis_6 	#8f8a7fff
14408785	parsopercularis_8 	#51dcdbff
11232313	parsopercularis_4 	#3964abff
