index	name	color
65793	Background+FreeSurfer_Defined_Medial_Wall	#010101ff
8392316	7Networks_RH_Vis_1	#7c0e80ff
8457852	7Networks_RH_Vis_2	#7c0e81ff
8523388	7Networks_RH_Vis_3	#7c0e82ff
8588924	7Networks_RH_Vis_4	#7c0e83ff
8654460	7Networks_RH_Vis_5	#7c0e84ff
8719996	7Networks_RH_Vis_6	#7c0e85ff
8785532	7Networks_RH_Vis_7	#7c0e86ff
8851068	7Networks_RH_Vis_8	#7c0e87ff
8392572	7Networks_RH_Vis_9	#7c0f80ff
8458108	7Networks_RH_Vis_10	#7c0f81ff
8523644	7Networks_RH_Vis_11	#7c0f82ff
8589180	7Networks_RH_Vis_12	#7c0f83ff
8654716	7Networks_RH_Vis_13	#7c0f84ff
8720252	7Networks_RH_Vis_14	#7c0f85ff
8785788	7Networks_RH_Vis_15	#7c0f86ff
8851324	7Networks_RH_Vis_16	#7c0f87ff
8392828	7Networks_RH_Vis_17	#7c1080ff
8458364	7Networks_RH_Vis_18	#7c1081ff
8523900	7Networks_RH_Vis_19	#7c1082ff
8589436	7Networks_RH_Vis_20	#7c1083ff
8654972	7Networks_RH_Vis_21	#7c1084ff
8720508	7Networks_RH_Vis_22	#7c1085ff
8786044	7Networks_RH_Vis_23	#7c1086ff
8851580	7Networks_RH_Vis_24	#7c1087ff
8393084	7Networks_RH_Vis_25	#7c1180ff
8458620	7Networks_RH_Vis_26	#7c1181ff
8524156	7Networks_RH_Vis_27	#7c1182ff
8589692	7Networks_RH_Vis_28	#7c1183ff
8655228	7Networks_RH_Vis_29	#7c1184ff
8720764	7Networks_RH_Vis_30	#7c1185ff
8786300	7Networks_RH_Vis_31	#7c1186ff
8851836	7Networks_RH_Vis_32	#7c1187ff
8393340	7Networks_RH_Vis_33	#7c1280ff
8458876	7Networks_RH_Vis_34	#7c1281ff
8524412	7Networks_RH_Vis_35	#7c1282ff
8589948	7Networks_RH_Vis_36	#7c1283ff
8655484	7Networks_RH_Vis_37	#7c1284ff
8721020	7Networks_RH_Vis_38	#7c1285ff
8786556	7Networks_RH_Vis_39	#7c1286ff
8917628	7Networks_RH_Vis_40	#7c1288ff
8983164	7Networks_RH_Vis_41	#7c1289ff
9048700	7Networks_RH_Vis_42	#7c128aff
9114236	7Networks_RH_Vis_43	#7c128bff
9179772	7Networks_RH_Vis_44	#7c128cff
9245308	7Networks_RH_Vis_45	#7c128dff
9310844	7Networks_RH_Vis_46	#7c128eff
8852348	7Networks_RH_Vis_47	#7c1387ff
8917884	7Networks_RH_Vis_48	#7c1388ff
8983420	7Networks_RH_Vis_49	#7c1389ff
9048956	7Networks_RH_Vis_50	#7c138aff
9114492	7Networks_RH_Vis_51	#7c138bff
9180028	7Networks_RH_Vis_52	#7c138cff
9245564	7Networks_RH_Vis_53	#7c138dff
9311100	7Networks_RH_Vis_54	#7c138eff
8852604	7Networks_RH_Vis_55	#7c1487ff
8918140	7Networks_RH_Vis_56	#7c1488ff
8983676	7Networks_RH_Vis_57	#7c1489ff
9049212	7Networks_RH_Vis_58	#7c148aff
9114748	7Networks_RH_Vis_59	#7c148bff
9180284	7Networks_RH_Vis_60	#7c148cff
9245820	7Networks_RH_Vis_61	#7c148dff
9311356	7Networks_RH_Vis_62	#7c148eff
8852860	7Networks_RH_Vis_63	#7c1587ff
8918396	7Networks_RH_Vis_64	#7c1588ff
8983932	7Networks_RH_Vis_65	#7c1589ff
9049468	7Networks_RH_Vis_66	#7c158aff
9115004	7Networks_RH_Vis_67	#7c158bff
9180540	7Networks_RH_Vis_68	#7c158cff
9246076	7Networks_RH_Vis_69	#7c158dff
9311612	7Networks_RH_Vis_70	#7c158eff
8853116	7Networks_RH_Vis_71	#7c1687ff
8918652	7Networks_RH_Vis_72	#7c1688ff
8984188	7Networks_RH_Vis_73	#7c1689ff
9049724	7Networks_RH_Vis_74	#7c168aff
9115260	7Networks_RH_Vis_75	#7c168bff
9180796	7Networks_RH_Vis_76	#7c168cff
9246332	7Networks_RH_Vis_77	#7c168dff
9311868	7Networks_RH_Vis_78	#7c168eff
8853372	7Networks_RH_Vis_79	#7c1787ff
8918908	7Networks_RH_Vis_80	#7c1788ff
8984444	7Networks_RH_Vis_81	#7c1789ff
11762762	7Networks_RH_SomMot_1	#4a7cb3ff
11828298	7Networks_RH_SomMot_2	#4a7cb4ff
11893834	7Networks_RH_SomMot_3	#4a7cb5ff
11435338	7Networks_RH_SomMot_4	#4a7daeff
11500874	7Networks_RH_SomMot_5	#4a7dafff
11566410	7Networks_RH_SomMot_6	#4a7db0ff
11631946	7Networks_RH_SomMot_7	#4a7db1ff
11697482	7Networks_RH_SomMot_8	#4a7db2ff
11763018	7Networks_RH_SomMot_9	#4a7db3ff
11828554	7Networks_RH_SomMot_10	#4a7db4ff
11894090	7Networks_RH_SomMot_11	#4a7db5ff
11435594	7Networks_RH_SomMot_12	#4a7eaeff
11501130	7Networks_RH_SomMot_13	#4a7eafff
11566666	7Networks_RH_SomMot_14	#4a7eb0ff
11632202	7Networks_RH_SomMot_15	#4a7eb1ff
11697738	7Networks_RH_SomMot_16	#4a7eb2ff
