index	name	color
657930	Background	#0a0a0aff
65279	17networks_LH_DefaultA_FPole_1	#fffe00ff
65535	17networks_LH_DefaultA_IPL_1	#ffff00ff
131071	17networks_LH_DefaultA_IPL_2	#ffff01ff
196607	17networks_LH_DefaultA_IPL_3	#ffff02ff
262143	17networks_LH_DefaultA_PCC_1	#ffff03ff
327679	17networks_LH_DefaultA_PCC_2	#ffff04ff
393215	17networks_LH_DefaultA_PFCd_1	#ffff05ff
458751	17networks_LH_DefaultA_PFCd_2	#ffff06ff
524287	17networks_LH_DefaultA_PFCm_1	#ffff07ff
63996	17networks_LH_DefaultA_PFCm_2	#fcf900ff
64252	17networks_LH_DefaultA_PFCm_3	#fcfa00ff
64508	17networks_LH_DefaultA_PFCm_4	#fcfb00ff
64764	17networks_LH_DefaultA_PFCm_5	#fcfc00ff
65020	17networks_LH_DefaultA_PHC_1	#fcfd00ff
65276	17networks_LH_DefaultA_PHC_2	#fcfe00ff
65532	17networks_LH_DefaultA_Temp_1	#fcff00ff
63741	17networks_LH_DefaultA_Temp_2	#fdf800ff
63997	17networks_LH_DefaultA_Temp_3	#fdf900ff
64253	17networks_LH_DefaultA_Temp_4	#fdfa00ff
64509	17networks_LH_DefaultA_Temp_5	#fdfb00ff
64765	17networks_LH_DefaultA_Temp_6	#fdfc00ff
65021	17networks_LH_DefaultA_TempPole_1	#fdfd00ff
65277	17networks_LH_DefaultA_TempPole_2	#fdfe00ff
65533	17networks_LH_DefaultA_pCun_1	#fdff00ff
63742	17networks_LH_DefaultA_pCun_2	#fef800ff
63998	17networks_LH_DefaultA_pCun_3	#fef900ff
64254	17networks_LH_DefaultA_pCun_4	#fefa00ff
4930765	17networks_LH_DefaultB_FPole_1	#cd3c4bff
4996301	17networks_LH_DefaultB_FPole_2	#cd3c4cff
5061837	17networks_LH_DefaultB_FPole_3	#cd3c4dff
5127373	17networks_LH_DefaultB_IPL_1	#cd3c4eff
4668877	17networks_LH_DefaultB_IPL_2	#cd3d47ff
4734413	17networks_LH_DefaultB_IPL_3	#cd3d48ff
4799949	17networks_LH_DefaultB_IPL_4	#cd3d49ff
4865485	17networks_LH_DefaultB_IPL_5	#cd3d4aff
4931021	17networks_LH_DefaultB_IPL_6	#cd3d4bff
4996557	17networks_LH_DefaultB_IPL_7	#cd3d4cff
5062093	17networks_LH_DefaultB_PCC_1	#cd3d4dff
5127629	17networks_LH_DefaultB_PCC_2	#cd3d4eff
4669133	17networks_LH_DefaultB_PCC_3	#cd3e47ff
4734669	17networks_LH_DefaultB_PCC_4	#cd3e48ff
4800205	17networks_LH_DefaultB_PCC_5	#cd3e49ff
4865741	17networks_LH_DefaultB_PCC_6	#cd3e4aff
4931277	17networks_LH_DefaultB_PFCd_1	#cd3e4bff
4996813	17networks_LH_DefaultB_PFCd_2	#cd3e4cff
